topology_index_id,storey_id,beam_id,source_ledger,source_ledger_git_blob_sha,record_class,index_state
SBT-G5-016,G5,G5-B016,data/canonical/STOREY_BEAMS_G5_v1.csv,17cb3a474d9ea66c189c1d0a7c41387d3760cc72,ORDINARY_BEAM,CURRENT
SBT-G5-017,G5,G5-B017,data/canonical/STOREY_BEAMS_G5_v1.csv,17cb3a474d9ea66c189c1d0a7c41387d3760cc72,ORDINARY_BEAM,CURRENT
SBT-G5-018,G5,G5-B018,data/canonical/STOREY_BEAMS_G5_v1.csv,17cb3a474d9ea66c189c1d0a7c41387d3760cc72,ORDINARY_BEAM,CURRENT
SBT-G5-019,G5,G5-B019,data/canonical/STOREY_BEAMS_G5_v1.csv,17cb3a474d9ea66c189c1d0a7c41387d3760cc72,ORDINARY_BEAM,CURRENT
SBT-G5-020,G5,G5-B020,data/canonical/STOREY_BEAMS_G5_v1.csv,17cb3a474d9ea66c189c1d0a7c41387d3760cc72,ORDINARY_BEAM,CURRENT
SBT-G5-021,G5,G5-B021,data/canonical/STOREY_BEAMS_G5_v1.csv,17cb3a474d9ea66c189c1d0a7c41387d3760cc72,ORDINARY_BEAM,CURRENT
SBT-G5-022,G5,G5-B022,data/canonical/STOREY_BEAMS_G5_v1.csv,17cb3a474d9ea66c189c1d0a7c41387d3760cc72,ORDINARY_BEAM,CURRENT
SBT-G5-023,G5,G5-B023,data/canonical/STOREY_BEAMS_G5_v1.csv,17cb3a474d9ea66c189c1d0a7c41387d3760cc72,ORDINARY_BEAM,CURRENT
SBT-G5-024,G5,G5-B024,data/canonical/STOREY_BEAMS_G5_v1.csv,17cb3a474d9ea66c189c1d0a7c41387d3760cc72,ORDINARY_BEAM,CURRENT
SBT-G5-025,G5,G5-B025,data/canonical/STOREY_BEAMS_G5_v1.csv,17cb3a474d9ea66c189c1d0a7c41387d3760cc72,ORDINARY_BEAM,CURRENT
SBT-G5-026,G5,G5-B026,data/canonical/STOREY_BEAMS_G5_v1.csv,17cb3a474d9ea66c189c1d0a7c41387d3760cc72,ORDINARY_BEAM,CURRENT
SBT-G5-027,G5,G5-B027,data/canonical/STOREY_BEAMS_G5_v1.csv,17cb3a474d9ea66c189c1d0a7c41387d3760cc72,ORDINARY_BEAM,CURRENT
SBT-G5-028,G5,G5-B028,data/canonical/STOREY_BEAMS_G5_v1.csv,17cb3a474d9ea66c189c1d0a7c41387d3760cc72,ORDINARY_BEAM,CURRENT
SBT-G5-029,G5,G5-B029,data/canonical/STOREY_BEAMS_G5_v1.csv,17cb3a474d9ea66c189c1d0a7c41387d3760cc72,ORDINARY_BEAM,CURRENT
SBT-G5-030,G5,G5-B030,data/canonical/STOREY_BEAMS_G5_v1.csv,17cb3a474d9ea66c189c1d0a7c41387d3760cc72,ORDINARY_BEAM,CURRENT
SBT-G5-031,G5,G5-B031,data/canonical/STOREY_BEAMS_G5_v1.csv,17cb3a474d9ea66c189c1d0a7c41387d3760cc72,ORDINARY_BEAM,CURRENT
SBT-G5-032,G5,G5-B032,data/canonical/STOREY_BEAMS_G5_v1.csv,17cb3a474d9ea66c189c1d0a7c41387d3760cc72,ORDINARY_BEAM,CURRENT
SBT-G5-033,G5,G5-B033,data/canonical/STOREY_BEAMS_G5_v1.csv,17cb3a474d9ea66c189c1d0a7c41387d3760cc72,ORDINARY_BEAM,CURRENT
SBT-G5-034,G5,G5-B034,data/canonical/STOREY_BEAMS_G5_v1.csv,17cb3a474d9ea66c189c1d0a7c41387d3760cc72,ORDINARY_BEAM,CURRENT
SBT-G5-035,G5,G5-B035,data/canonical/STOREY_BEAMS_G5_v1.csv,17cb3a474d9ea66c189c1d0a7c41387d3760cc72,ORDINARY_BEAM,CURRENT
SBT-G5-036,G5,G5-B036,data/canonical/STOREY_BEAMS_G5_v1.csv,17cb3a474d9ea66c189c1d0a7c41387d3760cc72,ORDINARY_BEAM,CURRENT
